County Name,Minority,Total,white,black,hispanic,american_indian,asian,pacific_Islander,other,two_or_more
512,5381,76429,71048,393,1680,587,1319,9,593,800
513,5381,76429,71048,393,1680,587,1319,9,593,800
514,5381,76429,71048,393,1680,587,1319,9,593,800
515,5381,76429,71048,393,1680,587,1319,9,593,800
516,5381,76429,71048,393,1680,587,1319,9,593,800
517,5381,76429,71048,393,1680,587,1319,9,593,800
518,5381,76429,71048,393,1680,587,1319,9,593,800
519,5381,76429,71048,393,1680,587,1319,9,593,800
520,5381,76429,71048,393,1680,587,1319,9,593,800
521,5381,76429,71048,393,1680,587,1319,9,593,800
522,5381,76429,71048,393,1680,587,1319,9,593,800
523,5381,76429,71048,393,1680,587,1319,9,593,800
524,5381,76429,71048,393,1680,587,1319,9,593,800
525,5381,76429,71048,393,1680,587,1319,9,593,800
526,5381,76429,71048,393,1680,587,1319,9,593,800
527,5381,76429,71048,393,1680,587,1319,9,593,800
528,5381,76429,71048,393,1680,587,1319,9,593,800
529,5381,76429,71048,393,1680,587,1319,9,593,800
530,5381,76429,71048,393,1680,587,1319,9,593,800
531,5381,76429,71048,393,1680,587,1319,9,593,800
532,5381,76429,71048,393,1680,587,1319,9,593,800
533,5381,76429,71048,393,1680,587,1319,9,593,800
534,5381,76429,71048,393,1680,587,1319,9,593,800
535,5381,76429,71048,393,1680,587,1319,9,593,800
536,5381,76429,71048,393,1680,587,1319,9,593,800
537,5381,76429,71048,393,1680,587,1319,9,593,800
538,5381,76429,71048,393,1680,587,1319,9,593,800
539,5381,76429,71048,393,1680,587,1319,9,593,800
540,5381,76429,71048,393,1680,587,1319,9,593,800
541,5381,76429,71048,393,1680,587,1319,9,593,800
542,5381,76429,71048,393,1680,587,1319,9,593,800
543,5381,76429,71048,393,1680,587,1319,9,593,800
544,5381,76429,71048,393,1680,587,1319,9,593,800
545,5381,76429,71048,393,1680,587,1319,9,593,800
546,5381,76429,71048,393,1680,587,1319,9,593,800
547,5381,76429,71048,393,1680,587,1319,9,593,800
548,5381,76429,71048,393,1680,587,1319,9,593,800
549,5381,76429,71048,393,1680,587,1319,9,593,800
550,5381,76429,71048,393,1680,587,1319,9,593,800
551,5381,76429,71048,393,1680,587,1319,9,593,800
552,5381,76429,71048,393,1680,587,1319,9,593,800
553,5381,76429,71048,393,1680,587,1319,9,593,800
554,5381,76429,71048,393,1680,587,1319,9,593,800
555,5381,76429,71048,393,1680,587,1319,9,593,800
556,5381,76429,71048,393,1680,587,1319,9,593,800
557,5381,76429,71048,393,1680,587,1319,9,593,800
558,5381,76429,71048,393,1680,587,1319,9,593,800
559,5381,76429,71048,393,1680,587,1319,9,593,800
560,5381,76429,71048,393,1680,587,1319,9,593,800
561,5381,76429,71048,393,1680,587,1319,9,593,800
562,5381,76429,71048,393,1680,587,1319,9,593,800
563,5381,76429,71048,393,1680,587,1319,9,593,800
564,5381,76429,71048,393,1680,587,1319,9,593,800
565,5381,76429,71048,393,1680,587,1319,9,593,800
566,5381,76429,71048,393,1680,587,1319,9,593,800
567,5381,76429,71048,393,1680,587,1319,9,593,800
568,5381,76429,71048,393,1680,587,1319,9,593,800
569,5381,76429,71048,393,1680,587,1319,9,593,800
570,5381,76429,71048,393,1680,587,1319,9,593,800
571,5381,76429,71048,393,1680,587,1319,9,593,800
572,5381,76429,71048,393,1680,587,1319,9,593,800
573,5381,76429,71048,393,1680,587,1319,9,593,800
574,5381,76429,71048,393,1680,587,1319,9,593,800
575,5381,76429,71048,393,1680,587,1319,9,593,800
576,5381,76429,71048,393,1680,587,1319,9,593,800
577,5381,76429,71048,393,1680,587,1319,9,593,800
578,5381,76429,71048,393,1680,587,1319,9,593,800
579,5381,76429,71048,393,1680,587,1319,9,593,800
580,5381,76429,71048,393,1680,587,1319,9,593,800
581,5381,76429,71048,393,1680,587,1319,9,593,800
582,5381,76429,71048,393,1680,587,1319,9,593,800
583,5381,76429,71048,393,1680,587,1319,9,593,800
584,5381,76429,71048,393,1680,587,1319,9,593,800
585,5381,76429,71048,393,1680,587,1319,9,593,800
586,5381,76429,71048,393,1680,587,1319,9,593,800
587,5381,76429,71048,393,1680,587,1319,9,593,800
588,5381,76429,71048,393,1680,587,1319,9,593,800
589,5381,76429,71048,393,1680,587,1319,9,593,800
590,5381,76429,71048,393,1680,587,1319,9,593,800
591,5381,76429,71048,393,1680,587,1319,9,593,800
592,5381,76429,71048,393,1680,587,1319,9,593,800
593,5381,76429,71048,393,1680,587,1319,9,593,800
594,5381,76429,71048,393,1680,587,1319,9,593,800
595,5381,76429,71048,393,1680,587,1319,9,593,800
596,5381,76429,71048,393,1680,587,1319,9,593,800
597,5381,76429,71048,393,1680,587,1319,9,593,800
598,5381,76429,71048,393,1680,587,1319,9,593,800
599,5381,76429,71048,393,1680,587,1319,9,593,800
600,5381,76429,71048,393,1680,587,1319,9,593,800
601,5381,76429,71048,393,1680,587,1319,9,593,800
602,5381,76429,71048,393,1680,587,1319,9,593,800
603,5381,76429,71048,393,1680,587,1319,9,593,800
604,5381,76429,71048,393,1680,587,1319,9,593,800
605,5381,76429,71048,393,1680,587,1319,9,593,800
606,5381,76429,71048,393,1680,587,1319,9,593,800
607,5381,76429,71048,393,1680,587,1319,9,593,800
608,5381,76429,71048,393,1680,587,1319,9,593,800
609,5381,76429,71048,393,1680,587,1319,9,593,800
610,5381,76429,71048,393,1680,587,1319,9,593,800
611,5381,76429,71048,393,1680,587,1319,9,593,800
612,5381,76429,71048,393,1680,587,1319,9,593,800
613,5381,76429,71048,393,1680,587,1319,9,593,800
614,5381,76429,71048,393,1680,587,1319,9,593,800
615,5381,76429,71048,393,1680,587,1319,9,593,800
616,5381,76429,71048,393,1680,587,1319,9,593,800
617,5381,76429,71048,393,1680,587,1319,9,593,800
618,5381,76429,71048,393,1680,587,1319,9,593,800
619,5381,76429,71048,393,1680,587,1319,9,593,800
620,5381,76429,71048,393,1680,587,1319,9,593,800
621,5381,76429,71048,393,1680,587,1319,9,593,800
622,5381,76429,71048,393,1680,587,1319,9,593,800
623,5381,76429,71048,393,1680,587,1319,9,593,800
624,5381,76429,71048,393,1680,587,1319,9,593,800
625,5381,76429,71048,393,1680,587,1319,9,593,800
626,5381,76429,71048,393,1680,587,1319,9,593,800
627,5381,76429,71048,393,1680,587,1319,9,593,800
628,5381,76429,71048,393,1680,587,1319,9,593,800
629,5381,76429,71048,393,1680,587,1319,9,593,800
630,5381,76429,71048,393,1680,587,1319,9,593,800
631,5381,76429,71048,393,1680,587,1319,9,593,800
632,5381,76429,71048,393,1680,587,1319,9,593,800
633,5381,76429,71048,393,1680,587,1319,9,593,800
634,5381,76429,71048,393,1680,587,1319,9,593,800
635,5381,76429,71048,393,1680,587,1319,9,593,800
636,5381,76429,71048,393,1680,587,1319,9,593,800
637,5381,76429,71048,393,1680,587,1319,9,593,800
638,5381,76429,71048,393,1680,587,1319,9,593,800
639,5381,76429,71048,393,1680,587,1319,9,593,800
640,5381,76429,71048,393,1680,587,1319,9,593,800
641,5381,76429,71048,393,1680,587,1319,9,593,800
642,5381,76429,71048,393,1680,587,1319,9,593,800
643,5381,76429,71048,393,1680,587,1319,9,593,800
644,5381,76429,71048,393,1680,587,1319,9,593,800
645,5381,76429,71048,393,1680,587,1319,9,593,800
646,5381,76429,71048,393,1680,587,1319,9,593,800
647,5381,76429,71048,393,1680,587,1319,9,593,800
648,5381,76429,71048,393,1680,587,1319,9,593,800
649,5381,76429,71048,393,1680,587,1319,9,593,800
650,5381,76429,71048,393,1680,587,1319,9,593,800
651,5381,76429,71048,393,1680,587,1319,9,593,800
652,5381,76429,71048,393,1680,587,1319,9,593,800
653,5381,76429,71048,393,1680,587,1319,9,593,800
654,5381,76429,71048,393,1680,587,1319,9,593,800
655,5381,76429,71048,393,1680,587,1319,9,593,800
656,5381,76429,71048,393,1680,587,1319,9,593,800
657,5381,76429,71048,393,1680,587,1319,9,593,800
658,5381,76429,71048,393,1680,587,1319,9,593,800
659,5381,76429,71048,393,1680,587,1319,9,593,800
660,5381,76429,71048,393,1680,587,1319,9,593,800
661,5381,76429,71048,393,1680,587,1319,9,593,800
662,5381,76429,71048,393,1680,587,1319,9,593,800
663,5381,76429,71048,393,1680,587,1319,9,593,800
664,5381,76429,71048,393,1680,587,1319,9,593,800
665,5381,76429,71048,393,1680,587,1319,9,593,800
666,5381,76429,71048,393,1680,587,1319,9,593,800
667,5381,76429,71048,393,1680,587,1319,9,593,800
668,5381,76429,71048,393,1680,587,1319,9,593,800
669,5381,76429,71048,393,1680,587,1319,9,593,800
670,5381,76429,71048,393,1680,587,1319,9,593,800
671,5381,76429,71048,393,1680,587,1319,9,593,800
672,5381,76429,71048,393,1680,587,1319,9,593,800
673,5381,76429,71048,393,1680,587,1319,9,593,800
674,5381,76429,71048,393,1680,587,1319,9,593,800
675,5381,76429,71048,393,1680,587,1319,9,593,800
676,5381,76429,71048,393,1680,587,1319,9,593,800
677,5381,76429,71048,393,1680,587,1319,9,593,800
678,5381,76429,71048,393,1680,587,1319,9,593,800
679,5381,76429,71048,393,1680,587,1319,9,593,800
680,5381,76429,71048,393,1680,587,1319,9,593,800
681,5381,76429,71048,393,1680,587,1319,9,593,800
682,5381,76429,71048,393,1680,587,1319,9,593,800
683,5381,76429,71048,393,1680,587,1319,9,593,800
684,5381,76429,71048,393,1680,587,1319,9,593,800
685,5381,76429,71048,393,1680,587,1319,9,593,800
686,5381,76429,71048,393,1680,587,1319,9,593,800
687,5381,76429,71048,393,1680,587,1319,9,593,800
688,5381,76429,71048,393,1680,587,1319,9,593,800
689,5381,76429,71048,393,1680,587,1319,9,593,800
690,5381,76429,71048,393,1680,587,1319,9,593,800
691,5381,76429,71048,393,1680,587,1319,9,593,800
692,5381,76429,71048,393,1680,587,1319,9,593,800
693,5381,76429,71048,393,1680,587,1319,9,593,800
694,5381,76429,71048,393,1680,587,1319,9,593,800
695,5381,76429,71048,393,1680,587,1319,9,593,800
696,5381,76429,71048,393,1680,587,1319,9,593,800
697,5381,76429,71048,393,1680,587,1319,9,593,800
698,5381,76429,71048,393,1680,587,1319,9,593,800
699,5381,76429,71048,393,1680,587,1319,9,593,800
700,5381,76429,71048,393,1680,587,1319,9,593,800
701,5381,76429,71048,393,1680,587,1319,9,593,800
702,5381,76429,71048,393,1680,587,1319,9,593,800
703,5381,76429,71048,393,1680,587,1319,9,593,800
704,5381,76429,71048,393,1680,587,1319,9,593,800
705,5381,76429,71048,393,1680,587,1319,9,593,800
706,5381,76429,71048,393,1680,587,1319,9,593,800
707,5381,76429,71048,393,1680,587,1319,9,593,800
708,5381,76429,71048,393,1680,587,1319,9,593,800
709,5381,76429,71048,393,1680,587,1319,9,593,800
710,5381,76429,71048,393,1680,587,1319,9,593,800
711,5381,76429,71048,393,1680,587,1319,9,593,800
712,5381,76429,71048,393,1680,587,1319,9,593,800
713,5381,76429,71048,393,1680,587,1319,9,593,800
714,5381,76429,71048,393,1680,587,1319,9,593,800
715,5381,76429,71048,393,1680,587,1319,9,593,800
716,5381,76429,71048,393,1680,587,1319,9,593,800
717,5381,76429,71048,393,1680,587,1319,9,593,800
718,5381,76429,71048,393,1680,587,1319,9,593,800
719,5381,76429,71048,393,1680,587,1319,9,593,800
720,5381,76429,71048,393,1680,587,1319,9,593,800
721,5381,76429,71048,393,1680,587,1319,9,593,800
722,5381,76429,71048,393,1680,587,1319,9,593,800
723,5381,76429,71048,393,1680,587,1319,9,593,800
724,5381,76429,71048,393,1680,587,1319,9,593,800
725,5381,76429,71048,393,1680,587,1319,9,593,800
726,5381,76429,71048,393,1680,587,1319,9,593,800
727,5381,76429,71048,393,1680,587,1319,9,593,800
728,5381,76429,71048,393,1680,587,1319,9,593,800
729,5381,76429,71048,393,1680,587,1319,9,593,800
730,5381,76429,71048,393,1680,587,1319,9,593,800
731,5381,76429,71048,393,1680,587,1319,9,593,800
732,5381,76429,71048,393,1680,587,1319,9,593,800
733,5381,76429,71048,393,1680,587,1319,9,593,800
734,5381,76429,71048,393,1680,587,1319,9,593,800
735,5381,76429,71048,393,1680,587,1319,9,593,800
736,5381,76429,71048,393,1680,587,1319,9,593,800
737,5381,76429,71048,393,1680,587,1319,9,593,800
738,5381,76429,71048,393,1680,587,1319,9,593,800
739,5381,76429,71048,393,1680,587,1319,9,593,800
740,5381,76429,71048,393,1680,587,1319,9,593,800
741,5381,76429,71048,393,1680,587,1319,9,593,800
742,5381,76429,71048,393,1680,587,1319,9,593,800
743,5381,76429,71048,393,1680,587,1319,9,593,800
744,5381,76429,71048,393,1680,587,1319,9,593,800
745,5381,76429,71048,393,1680,587,1319,9,593,800
746,5381,76429,71048,393,1680,587,1319,9,593,800
747,5381,76429,71048,393,1680,587,1319,9,593,800
748,5381,76429,71048,393,1680,587,1319,9,593,800
749,5381,76429,71048,393,1680,587,1319,9,593,800
750,5381,76429,71048,393,1680,587,1319,9,593,800
751,5381,76429,71048,393,1680,587,1319,9,593,800
752,5381,76429,71048,393,1680,587,1319,9,593,800
753,5381,76429,71048,393,1680,587,1319,9,593,800
754,5381,76429,71048,393,1680,587,1319,9,593,800
755,5381,76429,71048,393,1680,587,1319,9,593,800
756,5381,76429,71048,393,1680,587,1319,9,593,800
757,5381,76429,71048,393,1680,587,1319,9,593,800
758,5381,76429,71048,393,1680,587,1319,9,593,800
759,5381,76429,71048,393,1680,587,1319,9,593,800
760,5381,76429,71048,393,1680,587,1319,9,593,800
761,5381,76429,71048,393,1680,587,1319,9,593,800
762,5381,76429,71048,393,1680,587,1319,9,593,800
763,5381,76429,71048,393,1680,587,1319,9,593,800
764,5381,76429,71048,393,1680,587,1319,9,593,800
765,5381,76429,71048,393,1680,587,1319,9,593,800
766,5381,76429,71048,393,1680,587,1319,9,593,800
767,5381,76429,71048,393,1680,587,1319,9,593,800
768,5381,76429,71048,393,1680,587,1319,9,593,800
769,5381,76429,71048,393,1680,587,1319,9,593,800
770,5381,76429,71048,393,1680,587,1319,9,593,800
771,5381,76429,71048,393,1680,587,1319,9,593,800
772,5381,76429,71048,393,1680,587,1319,9,593,800
773,5381,76429,71048,393,1680,587,1319,9,593,800
774,5381,76429,71048,393,1680,587,1319,9,593,800
775,5381,76429,71048,393,1680,587,1319,9,593,800
776,5381,76429,71048,393,1680,587,1319,9,593,800
777,5381,76429,71048,393,1680,587,1319,9,593,800
778,5381,76429,71048,393,1680,587,1319,9,593,800
779,5381,76429,71048,393,1680,587,1319,9,593,800
780,5381,76429,71048,393,1680,587,1319,9,593,800
781,5381,76429,71048,393,1680,587,1319,9,593,800
782,5381,76429,71048,393,1680,587,1319,9,593,800
783,5381,76429,71048,393,1680,587,1319,9,593,800
784,5381,76429,71048,393,1680,587,1319,9,593,800
785,5381,76429,71048,393,1680,587,1319,9,593,800
786,5381,76429,71048,393,1680,587,1319,9,593,800
787,5381,76429,71048,393,1680,587,1319,9,593,800
788,5381,76429,71048,393,1680,587,1319,9,593,800
789,5381,76429,71048,393,1680,587,1319,9,593,800
790,5381,76429,71048,393,1680,587,1319,9,593,800
791,5381,76429,71048,393,1680,587,1319,9,593,800
792,5381,76429,71048,393,1680,587,1319,9,593,800
793,5381,76429,71048,393,1680,587,1319,9,593,800
794,5381,76429,71048,393,1680,587,1319,9,593,800
795,5381,76429,71048,393,1680,587,1319,9,593,800
796,5381,76429,71048,393,1680,587,1319,9,593,800
797,5381,76429,71048,393,1680,587,1319,9,593,800
798,5381,76429,71048,393,1680,587,1319,9,593,800
799,5381,76429,71048,393,1680,587,1319,9,593,800
800,5381,76429,71048,393,1680,587,1319,9,593,800
801,5381,76429,71048,393,1680,587,1319,9,593,800
802,5381,76429,71048,393,1680,587,1319,9,593,800
803,5381,76429,71048,393,1680,587,1319,9,593,800
804,5381,76429,71048,393,1680,587,1319,9,593,800
805,5381,76429,71048,393,1680,587,1319,9,593,800
806,5381,76429,71048,393,1680,587,1319,9,593,800
807,5381,76429,71048,393,1680,587,1319,9,593,800
808,5381,76429,71048,393,1680,587,1319,9,593,800
809,5381,76429,71048,393,1680,587,1319,9,593,800
810,5381,76429,71048,393,1680,587,1319,9,593,800
811,5381,76429,71048,393,1680,587,1319,9,593,800
812,5381,76429,71048,393,1680,587,1319,9,593,800
813,5381,76429,71048,393,1680,587,1319,9,593,800
814,5381,76429,71048,393,1680,587,1319,9,593,800
815,5381,76429,71048,393,1680,587,1319,9,593,800
816,5381,76429,71048,393,1680,587,1319,9,593,800
817,5381,76429,71048,393,1680,587,1319,9,593,800
818,5381,76429,71048,393,1680,587,1319,9,593,800
819,5381,76429,71048,393,1680,587,1319,9,593,800
820,5381,76429,71048,393,1680,587,1319,9,593,800
821,5381,76429,71048,393,1680,587,1319,9,593,800
822,5381,76429,71048,393,1680,587,1319,9,593,800
823,5381,76429,71048,393,1680,587,1319,9,593,800
824,5381,76429,71048,393,1680,587,1319,9,593,800
825,5381,76429,71048,393,1680,587,1319,9,593,800
826,5381,76429,71048,393,1680,587,1319,9,593,800
827,5381,76429,71048,393,1680,587,1319,9,593,800
828,5381,76429,71048,393,1680,587,1319,9,593,800
829,5381,76429,71048,393,1680,587,1319,9,593,800
830,5381,76429,71048,393,1680,587,1319,9,593,800
831,5381,76429,71048,393,1680,587,1319,9,593,800
832,5381,76429,71048,393,1680,587,1319,9,593,800
833,5381,76429,71048,393,1680,587,1319,9,593,800
834,5381,76429,71048,393,1680,587,1319,9,593,800
835,5381,76429,71048,393,1680,587,1319,9,593,800
836,5381,76429,71048,393,1680,587,1319,9,593,800
837,5381,76429,71048,393,1680,587,1319,9,593,800
838,5381,76429,71048,393,1680,587,1319,9,593,800
839,5381,76429,71048,393,1680,587,1319,9,593,800
840,5381,76429,71048,393,1680,587,1319,9,593,800
841,5381,76429,71048,393,1680,587,1319,9,593,800
842,5381,76429,71048,393,1680,587,1319,9,593,800
843,5381,76429,71048,393,1680,587,1319,9,593,800
844,5381,76429,71048,393,1680,587,1319,9,593,800
845,5381,76429,71048,393,1680,587,1319,9,593,800
846,5381,76429,71048,393,1680,587,1319,9,593,800
847,5381,76429,71048,393,1680,587,1319,9,593,800
848,5381,76429,71048,393,1680,587,1319,9,593,800
849,5381,76429,71048,393,1680,587,1319,9,593,800
850,5381,76429,71048,393,1680,587,1319,9,593,800
851,5381,76429,71048,393,1680,587,1319,9,593,800
852,5381,76429,71048,393,1680,587,1319,9,593,800
853,5381,76429,71048,393,1680,587,1319,9,593,800
854,5381,76429,71048,393,1680,587,1319,9,593,800
855,5381,76429,71048,393,1680,587,1319,9,593,800
856,5381,76429,71048,393,1680,587,1319,9,593,800
857,5381,76429,71048,393,1680,587,1319,9,593,800
858,5381,76429,71048,393,1680,587,1319,9,593,800
859,5381,76429,71048,393,1680,587,1319,9,593,800
860,5381,76429,71048,393,1680,587,1319,9,593,800
861,5381,76429,71048,393,1680,587,1319,9,593,800
862,5381,76429,71048,393,1680,587,1319,9,593,800
863,5381,76429,71048,393,1680,587,1319,9,593,800
864,5381,76429,71048,393,1680,587,1319,9,593,800
865,5381,76429,71048,393,1680,587,1319,9,593,800
866,5381,76429,71048,393,1680,587,1319,9,593,800
867,5381,76429,71048,393,1680,587,1319,9,593,800
868,5381,76429,71048,393,1680,587,1319,9,593,800
869,5381,76429,71048,393,1680,587,1319,9,593,800
870,5381,76429,71048,393,1680,587,1319,9,593,800
871,5381,76429,71048,393,1680,587,1319,9,593,800
872,5381,76429,71048,393,1680,587,1319,9,593,800
873,5381,76429,71048,393,1680,587,1319,9,593,800
874,5381,76429,71048,393,1680,587,1319,9,593,800
875,5381,76429,71048,393,1680,587,1319,9,593,800
876,5381,76429,71048,393,1680,587,1319,9,593,800
877,5381,76429,71048,393,1680,587,1319,9,593,800
878,5381,76429,71048,393,1680,587,1319,9,593,800
879,5381,76429,71048,393,1680,587,1319,9,593,800
880,5381,76429,71048,393,1680,587,1319,9,593,800
881,5381,76429,71048,393,1680,587,1319,9,593,800
882,5381,76429,71048,393,1680,587,1319,9,593,800
883,5381,76429,71048,393,1680,587,1319,9,593,800
884,5381,76429,71048,393,1680,587,1319,9,593,800
885,5381,76429,71048,393,1680,587,1319,9,593,800
886,5381,76429,71048,393,1680,587,1319,9,593,800
887,5381,76429,71048,393,1680,587,1319,9,593,800
888,5381,76429,71048,393,1680,587,1319,9,593,800
889,5381,76429,71048,393,1680,587,1319,9,593,800
890,5381,76429,71048,393,1680,587,1319,9,593,800
891,5381,76429,71048,393,1680,587,1319,9,593,800
892,5381,76429,71048,393,1680,587,1319,9,593,800
893,5381,76429,71048,393,1680,587,1319,9,593,800
894,5381,76429,71048,393,1680,587,1319,9,593,800
895,5381,76429,71048,393,1680,587,1319,9,593,800
896,5381,76429,71048,393,1680,587,1319,9,593,800
897,5381,76429,71048,393,1680,587,1319,9,593,800
898,5381,76429,71048,393,1680,587,1319,9,593,800
899,5381,76429,71048,393,1680,587,1319,9,593,800
900,5381,76429,71048,393,1680,587,1319,9,593,800
901,5381,76429,71048,393,1680,587,1319,9,593,800
902,5381,76429,71048,393,1680,587,1319,9,593,800
903,5381,76429,71048,393,1680,587,1319,9,593,800
904,5381,76429,71048,393,1680,587,1319,9,593,800
905,5381,76429,71048,393,1680,587,1319,9,593,800
906,5381,76429,71048,393,1680,587,1319,9,593,800
907,5381,76429,71048,393,1680,587,1319,9,593,800
908,5381,76429,71048,393,1680,587,1319,9,593,800
909,5381,76429,71048,393,1680,587,1319,9,593,800
910,5381,76429,71048,393,1680,587,1319,9,593,800
911,5381,76429,71048,393,1680,587,1319,9,593,800
912,5381,76429,71048,393,1680,587,1319,9,593,800
913,5381,76429,71048,393,1680,587,1319,9,593,800
914,5381,76429,71048,393,1680,587,1319,9,593,800
915,5381,76429,71048,393,1680,587,1319,9,593,800
916,5381,76429,71048,393,1680,587,1319,9,593,800
917,5381,76429,71048,393,1680,587,1319,9,593,800
918,5381,76429,71048,393,1680,587,1319,9,593,800
919,5381,76429,71048,393,1680,587,1319,9,593,800
920,5381,76429,71048,393,1680,587,1319,9,593,800
